DATA,EXCEPTION,time,pitch,roll,yaw,airspeed,displayedAltitude,pressureAltitude,turnRate,verticalSpeed,lateralAcceleration,verticalAcceleration,angleOfAttack,
03043425+020-00013000000+0096+000-00+1099FA49FE01B3,ok,11074390,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043426+020-00013000000+0096+000-00+1099FA49FE01B4,ok,11074406,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043427+020-00013000000+0096+000-00+1099FA49FE01B5,ok,11074421,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043428+020-00013000000+0096+000-00+1099FA49FE01B6,ok,11074437,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043429+020-00013000000+0051+009-00+1099FA4AD901B1,ok,11074453,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03043430+021-00013000000+0051+009-00+1099FA4AD901AA,ok,11074468,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.90000004,-0.0,1.0,0.98999995,
03043431+021-00013000000+0051+006-00+1099FA4AD901A8,ok,11074484,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043432+021-00013000000+0051+006-00+1099FA4AD901A9,ok,11074500,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043433+020-00013000000+0051+006-00+1099FA4AD901A9,ok,11074515,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043434+020-00013000000+0096+000-00+1099FA49FE01B3,ok,11074531,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043436+021-00013000000+0096+000-00+1099FA49FE01B6,ok,11074562,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043437+021-00013000000+0096+000-00+1099FA49FE01B7,ok,11074578,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043438+021-00013000000+0096+000-00+1099FA49FE01B8,ok,11074593,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043439+021-00013000000+0051+007+01+1099FA4AD901B0,ok,11074609,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03043440+021-00013000000+0051+007+01+1099FA4AD901A8,ok,11074625,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03043441+021-00013000000+0051+007+01+1099FA4AD901A9,ok,11074640,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03043442+021-00013000000+0051+007+01+1099FA4AD901AA,ok,11074656,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03043443+021-00013000000+0051+007+01+1099FA4AD901AB,ok,11074671,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.7,0.01,1.0,0.98999995,
03043444+021-00013000000+0096+000+01+1099FA49FE01B4,ok,11074687,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043445+021-00013000000+0096+000+01+1099FA49FE01B5,ok,11074703,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043446+021-00013000000+0096+000+01+1099FA49FE01B6,ok,11074718,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043447+021-00013000000+0096+000+01+1099FA49FE01B7,ok,11074734,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043448+021-00013000000+0096+000+01+1099FA49FE01B8,ok,11074750,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043449+021-00013000000+0051+005+01+1099FA4AD901AF,ok,11074765,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03043450+021-00013000000+0051+005+01+1099FA4AD901A7,ok,11074781,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03043451+021-00013000000+0051+006+01+1099FA4AD901A9,ok,11074796,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03043452+021-00013000000+0051+006+01+1099FA4AD901AA,ok,11074812,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03043453+021-00013000000+0051+006+01+1099FA4AD901AB,ok,11074828,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03043454+021-00013000000+0096+000+01+1099FA49FE01B5,ok,11074843,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043455+021-00013000000+0096+000+01+1099FA49FE01B6,ok,11074859,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043456+021-00013000000+0096+000+01+1099FA49FE01B7,ok,11074875,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043457+021-00013000000+0096+000+01+1099FA49FE01B8,ok,11074890,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043458+021-00013000000+0096+000-00+1099FA49FE01BA,ok,11074906,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043459+021-00013000000+0051+006-00+1099FA4AD901B2,ok,11074921,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043460+021-00013000000+0051+006-00+1099FA4AD901AA,ok,11074937,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043461+021-00013000000+0051+005-00+1099FA4AD901AA,ok,11074953,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043462+021-00013000000+0051+005-00+1099FA4AD901AB,ok,11074968,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043463+021-00013000000+0051+005-00+1099FA4AD901AC,ok,11074984,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043400+021-00013000000+0096+000-00+1099FA49FE01AD,ok,11074000,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043401+021-00013000000+0096+000-00+1099FA49FE01AE,ok,11074015,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043402+021-00013000000+0096+000-00+1099FA49FE01AF,ok,11074031,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043403+021-00013000000+0096+000-00+1099FA49FE01B0,ok,11074046,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043404+021-00013000000+0096+000-00+1099FA49FE01B1,ok,11074062,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043405+020+00003000000+0051+003-00+1099FA4AD901A2,ok,11074078,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043506+020-00013000000+0051+003-00+1099FA4AD901A7,ok,11075093,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043507+021+00003000000+0051+005-00+1099FA4AD901A8,ok,11075109,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043508+021+00003000000+0051+005-00+1099FA4AD901A9,ok,11075125,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043509+021+00003000000+0051+005-00+1099FA4AD901AA,ok,11075140,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.5,-0.0,1.0,0.98999995,
03043510+021+00003000000+0096+000-00+1099FA49FE01AC,ok,11075156,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043511+021+00003000000+0096+000-00+1099FA49FE01AD,ok,11075171,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043512+020+00003000000+0096+000-00+1099FA49FE01AD,ok,11075187,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043513+021+00003000000+0096+000-00+1099FA49FE01AF,ok,11075203,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043514+021+00003000000+0096+000-00+1099FA49FE01B0,ok,11075218,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043515+021+00003000000+0051+002-00+1099FA4AD901A4,ok,11075234,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043516+020+00003000000+0051+002-00+1099FA4AD901A4,ok,11075250,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043517+021+00003000000+0051+000+01+1099FA4AD901A3,ok,11075265,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03043518+021+00003000000+0051+000+01+1099FA4AD901A4,ok,11075281,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03043519+020+00003000000+0051+000+01+1099FA4AD901A4,ok,11075296,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.0,0.01,1.0,0.98999995,
03043520+020+00003000000+0096+000+01+1099FA49FE01AB,ok,11075312,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043521+020+00003000000+0096+000+01+1099FA49FE01AC,ok,11075328,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043522+020+00003000000+0096+000-00+1099FA49FE01AE,ok,11075343,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043523+020+00003000000+0096+000-00+1099FA49FE01AF,ok,11075359,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043524+020+00003000000+0096+000-00+1099FA49FE01B0,ok,11075375,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043525+020+00003000000+0051+002-00+1099FA4AD901A4,ok,11075390,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043526+020+00003000000+0051+002-00+1099FA4AD901A5,ok,11075406,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043527+020+00003000000+0051+004-00+1099FA4AD901A8,ok,11075421,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03043528+020+00003000000+0051+004-00+1099FA4AD901A9,ok,11075437,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03043529+020+00003000000+0051+004-00+1099FA4AD901AA,ok,11075453,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.4,-0.0,1.0,0.98999995,
03043530+020+00003000000+0096+000-00+1099FA49FE01AD,ok,11075468,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043531+020+00003000000+0096+000-00+1099FA49FE01AE,ok,11075484,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043532+020+00003000000+0096+000-00+1099FA49FE01AF,ok,11075500,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043533+020+00003000000+0096+000-00+1099FA49FE01B0,ok,11075515,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043534+021+00003000000+0096+000-00+1099FA49FE01B2,ok,11075531,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043535+021+00003000000+0051+003-00+1099FA4AD901A7,ok,11075546,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043537+021+00003000000+0051+001-00+1099FA4AD901A7,ok,11075578,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03043538+021+00003000000+0051+001-00+1099FA4AD901A8,ok,11075593,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03043539+021-00013000000+0051+001-00+1099FA4AD901AC,ok,11075609,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,-0.0,1.0,0.98999995,
03043540+021+00003000000+0096+000-00+1099FA49FE01AF,ok,11075625,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043541+021+00003000000+0096+000-00+1099FA49FE01B0,ok,11075640,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043542+021+00003000000+0096+000-00+1099FA49FE01B1,ok,11075656,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043543+021+00003000000+0096+000-00+1099FA49FE01B2,ok,11075671,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043544+021+00003000000+0096+000-00+1099FA49FE01B3,ok,11075687,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043545+021+00003000000+0051+000-00+1099FA4AD901A5,ok,11075703,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03043546+021+00003000000+0051+000-00+1099FA4AD901A6,ok,11075718,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03043547+021+00003000000+0051+002-00+1099FA4AD901A9,ok,11075734,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043548+021+00003000000+0051+002-00+1099FA4AD901AA,ok,11075750,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043549+021+00003000000+0051+002-00+1099FA4AD901AB,ok,11075765,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.2,-0.0,1.0,0.98999995,
03043550+020+00003000000+0096+000-00+1099FA49FE01AF,ok,11075781,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043551+020+00003000000+0096+000-00+1099FA49FE01B0,ok,11075796,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043552+020+00003000000+0096+000-00+1099FA49FE01B1,ok,11075812,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043553+020+00003000000+0096+000-00+1099FA49FE01B2,ok,11075828,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043554+020+00003000000+0096+000-00+1099FA49FE01B3,ok,11075843,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043555+020+00003000000+0051+002+01+1099FA4AD901A6,ok,11075859,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043556+020+00003000000+0051+002+01+1099FA4AD901A7,ok,11075875,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043557+020+00003000000+0051+002+01+1099FA4AD901A8,ok,11075890,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043558+020+00003000000+0051+002+01+1099FA4AD901A9,ok,11075906,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043559+020+00003000000+0051+002+01+1099FA4AD901AA,ok,11075921,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043560+020+00003000000+0096+000+01+1099FA49FE01AF,ok,11075937,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043561+020-00013000000+0096+000+01+1099FA49FE01B3,ok,11075953,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043562+020-00013000000+0096+000+01+1099FA49FE01B4,ok,11075968,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043563+020+00003000000+0096+000-00+1099FA49FE01B3,ok,11075984,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043500+020+00003000000+0096+000+01+1099FA49FE01A9,ok,11075000,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,0.01,1.0,0.98999995,
03043501+020-00013000000+0051+000-00+1099FA4AD9019F,ok,11075015,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03043602+020-00013000000+0051+000-00+1099FA4AD901A1,ok,11076031,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.0,-0.0,1.0,0.98999995,
03043603+020-00013000000+0051+003-00+1099FA4AD901A5,ok,11076046,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043604+020-00013000000+0051+003-00+1099FA4AD901A6,ok,11076062,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043605+021-00013000000+0051+003-00+1099FA4AD901A8,ok,11076078,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,-0.0,1.0,0.98999995,
03043606+020-00013000000+0096+000-00+1099FA49FE01B4,ok,11076093,2.0,-0.1,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043607+020+00003000000+0096+000-00+1099FA49FE01B2,ok,11076109,2.0,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043608+021+00003000000+0096+000-00+1099FA49FE01B4,ok,11076125,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043609+021+00003000000+0096+000-00+1099FA49FE01B5,ok,11076140,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043610+021+00003000000+0096+000-00+1099FA49FE01AD,ok,11076156,2.1000001,0.0,300.0,0.0,96.0,NaN,0.0,NaN,-0.0,1.0,0.98999995,
03043611+021+00003000000+0051+003+01+1099FA4AD901A1,ok,11076171,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043612+021+00003000000+0051+003+01+1099FA4AD901A2,ok,11076187,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043613+021+00003000000+0051+001+01+1099FA4AD901A1,ok,11076203,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03043614+021+00003000000+0051+001+01+1099FA4AD901A2,ok,11076218,2.1000001,0.0,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03043615+021-00013000000+0051+001+01+1099FA4AD901A6,ok,11076234,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.1,0.01,1.0,0.98999995,
03043616+021-00013000000+0096+001+01+1099FA49FE01B6,ok,11076250,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043617+021-00013000000+0096+001+01+1099FA49FE01B7,ok,11076265,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043618+021-00013000000+0096+001+01+1099FA49FE01B8,ok,11076281,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043619+021-00013000000+0096+001+01+1099FA49FE01B9,ok,11076296,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043620+021-00013000000+0096+001+01+1099FA49FE01B1,ok,11076312,2.1000001,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043621+021-00013000000+0051+004+01+1099FA4AD901A6,ok,11076328,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03043622+021-00013000000+0051+004+01+1099FA4AD901A7,ok,11076343,2.1000001,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03043623+020-00013000000+0051+004+01+1099FA4AD901A7,ok,11076359,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03043624+020-00013000000+0051+004+01+1099FA4AD901A8,ok,11076375,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03043625+020-00013000000+0051+004+01+1099FA4AD901A9,ok,11076390,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.4,0.01,1.0,0.98999995,
03043626+020-00013000000+0096+001+01+1099FA49FE01B6,ok,11076406,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043627+020-00013000000+0096+001+01+1099FA49FE01B7,ok,11076421,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043628+020-00013000000+0096+001-00+1099FA49FE01B9,ok,11076437,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043629+020-00013000000+0096+001+01+1099FA49FE01B9,ok,11076453,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043630+020-00013000000+0096+001-00+1099FA49FE01B2,ok,11076468,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043631+020-00013000000+0051+005+01+1099FA4AD901A7,ok,11076484,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03043632+020-00013000000+0051+005+01+1099FA4AD901A8,ok,11076500,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.5,0.01,1.0,0.98999995,
03043633+020-00013000000+0051+002+01+1099FA4AD901A6,ok,11076515,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043634+020-00013000000+0051+002+01+1099FA4AD901A7,ok,11076531,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043635+020-00013000000+0051+002+01+1099FA4AD901A8,ok,11076546,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043636+020-00013000000+0096+001+01+1099FA49FE01B7,ok,11076562,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043638+020-00013000000+0096+001+01+1099FA49FE01B9,ok,11076593,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043639+020-00013000000+0096+001+01+1099FA49FE01BA,ok,11076609,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043640+020-00013000000+0096+001+01+1099FA49FE01B2,ok,11076625,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043641+020-00013000000+0051+003+01+1099FA4AD901A6,ok,11076640,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043642+020-00013000000+0051+003+01+1099FA4AD901A7,ok,11076656,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043643+020-00013000000+0051+003+01+1099FA4AD901A8,ok,11076671,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043644+020+00003000000+0051+003+01+1099FA4AD901A6,ok,11076687,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043645+020+00003000000+0051+003+01+1099FA4AD901A7,ok,11076703,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.3,0.01,1.0,0.98999995,
03043646+020+00003000000+0096+001+01+1099FA49FE01B5,ok,11076718,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043647+020+00003000000+0096+001+01+1099FA49FE01B6,ok,11076734,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043648+020+00003000000+0096+001+01+1099FA49FE01B7,ok,11076750,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043649+020+00003000000+0096+001+01+1099FA49FE01B8,ok,11076765,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043650+020+00003000000+0096+001+01+1099FA49FE01B0,ok,11076781,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,0.01,1.0,0.98999995,
03043651+020+00003000000+0051+006+01+1099FA4AD901A7,ok,11076796,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03043652+020+00003000000+0051+006+01+1099FA4AD901A8,ok,11076812,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.6,0.01,1.0,0.98999995,
03043653+020+00003000000+0051+002+01+1099FA4AD901A5,ok,11076828,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043654+020+00003000000+0051+002+01+1099FA4AD901A6,ok,11076843,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043655+020+00003000000+0051+002+01+1099FA4AD901A7,ok,11076859,2.0,0.0,300.0,0.0,NaN,51.0,NaN,0.2,0.01,1.0,0.98999995,
03043656+020+00003000000+0096+001-00+1099FA49FE01B7,ok,11076875,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043657+020+00003000000+0096+001-00+1099FA49FE01B8,ok,11076890,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043658+020+00003000000+0096+001-00+1099FA49FE01B9,ok,11076906,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043659+020+00003000000+0096+001-00+1099FA49FE01BA,ok,11076921,2.0,0.0,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043660+020-00013000000+0096+001-00+1099FA49FE01B5,ok,11076937,2.0,-0.1,300.0,0.0,96.0,NaN,0.1,NaN,-0.0,1.0,0.98999995,
03043661+020-00013000000+0051+006-00+1099FA4AD901AC,ok,11076953,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
03043662+020-00013000000+0051+006-00+1099FA4AD901AD,ok,11076968,2.0,-0.1,300.0,0.0,NaN,51.0,NaN,0.6,-0.0,1.0,0.98999995,
